company,bean_origin_bar,ref,review_year,company_location,rating,bean_type,broad_bean_origin,cocoa_percent_clean,rating_outlier,cocoa_percent_clean_outlier,premium_flag,cocoa_category,brand_avg_rating,brand_tier,origin_avg_rating,origin_score,premium_origin_flag,rating_segment,company_region,cluster,cluster_label
Cacao Sampaka,Venezuela,537,2010,Spain,3.5,,Venezuela,71.0,False,False,True,Medium (60-75%),3.6666666666666665,Elite,3.2453271028037385,62.3,True,Good,Europe,1,Mass Market
Cacao Sampaka,Venezuela,537,2010,Spain,3.5,,Venezuela,77.0,False,False,True,High (>75%),3.6666666666666665,Elite,3.2453271028037385,62.3,True,Good,Europe,1,Mass Market
Cacao Sampaka,"Porcelana, Tabasco, La Joya",336,2009,Spain,4.0,Criollo,Mexico,70.0,False,False,True,Medium (60-75%),3.6666666666666665,Elite,3.0083333333333333,50.4,False,Outstanding,Europe,1,Mass Market
Cacao Sampaka,"Xoconusco, Chiapas",346,2009,Spain,4.0,Criollo,Mexico,70.0,False,False,True,Medium (60-75%),3.6666666666666665,Elite,3.0083333333333333,50.4,False,Outstanding,Europe,1,Mass Market
Cacao Store,Madagascar,1684,2015,Japan,3.0,Trinitario,Madagascar,70.0,False,False,False,Medium (60-75%),3.25,Standard,3.2655172413793103,63.3,True,Average,Asia-Pacific,0,Premium
Cacao Store,Peru,1684,2015,Japan,3.25,,Peru,70.0,False,False,False,Medium (60-75%),3.25,Standard,3.137878787878788,56.9,False,Good,Asia-Pacific,0,Premium
Cacao Store,Vietnam,1684,2015,Japan,3.5,Trinitario,Vietnam,70.0,False,False,True,Medium (60-75%),3.25,Standard,3.3157894736842106,65.8,True,Good,Asia-Pacific,0,Premium
Cacaosuyo (Theobroma Inversiones),Piura,1173,2013,Peru,3.25,,Peru,70.0,False,False,False,Medium (60-75%),3.25,Standard,3.137878787878788,56.9,False,Good,South America,0,Premium
Cacaoyere (Ecuatoriana),Amazonia,237,2008,Ecuador,3.5,Forastero (Arriba),Ecuador,63.0,False,False,True,Medium (60-75%),2.75,Low-Rated,3.134715025906736,56.7,False,Good,South America,1,Mass Market
Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,Ecuador,3.5,Forastero (Arriba),Ecuador,71.0,False,False,True,Medium (60-75%),2.75,Low-Rated,3.134715025906736,56.7,False,Good,South America,1,Mass Market
Cacaoyere (Ecuatoriana),Bolivar,245,2008,Ecuador,2.5,Forastero (Arriba),Ecuador,82.0,False,False,False,High (>75%),2.75,Low-Rated,3.134715025906736,56.7,False,Below Average,South America,2,Experimental
Cacaoyere (Ecuatoriana),Pichincha,259,2008,Ecuador,1.5,Forastero (Arriba),Ecuador,91.0,False,True,False,High (>75%),2.75,Low-Rated,3.134715025906736,56.7,False,Poor,South America,2,Experimental
Callebaut,Grenade,296,2008,Belgium,2.75,Trinitario,Grenada,60.0,False,False,False,Medium (60-75%),1.875,Low-Rated,3.026315789473684,51.3,False,Average,Europe,1,Mass Market
Callebaut,Baking,141,2007,Belgium,1.0,,Ecuador,70.0,False,False,False,Medium (60-75%),1.875,Low-Rated,3.134715025906736,56.7,False,Poor,Europe,2,Experimental
C-Amaro,Cuba,1442,2014,Italy,2.5,,Cuba,75.0,False,False,False,Medium (60-75%),2.892857142857143,Low-Rated,3.25,62.5,True,Below Average,Europe,2,Experimental
C-Amaro,Dominican Republic,1442,2014,Italy,3.0,,Dominican Republic,72.0,False,False,False,Medium (60-75%),2.892857142857143,Low-Rated,3.2063253012048194,60.3,False,Average,Europe,0,Premium
C-Amaro,"Lago Di Como, Blu",1442,2014,Italy,3.5,Blend,,70.0,False,False,True,Medium (60-75%),2.892857142857143,Low-Rated,,,False,Good,Europe,0,Premium
C-Amaro,Ecuador,1185,2013,Italy,3.5,,Ecuador,100.0,False,True,True,High (>75%),2.892857142857143,Low-Rated,3.134715025906736,56.7,False,Good,Europe,2,Experimental
C-Amaro,Venezuela,809,2012,Italy,3.0,,Venezuela,80.0,False,False,False,High (>75%),2.892857142857143,Low-Rated,3.2453271028037385,62.3,True,Average,Europe,2,Experimental
C-Amaro,Sao Tome,749,2011,Italy,2.25,Forastero,Sao Tome,78.0,False,False,False,High (>75%),2.892857142857143,Low-Rated,3.175,58.7,False,Below Average,Europe,2,Experimental
C-Amaro,Trinidad,765,2011,Italy,2.5,Trinitario,Trinidad,70.0,False,False,False,Medium (60-75%),2.892857142857143,Low-Rated,3.2045454545454546,60.2,False,Below Average,Europe,2,Experimental
Cao,Porcelana,1804,2016,USA,2.5,Criollo,Venezuela,75.0,False,False,False,Medium (60-75%),2.9,Low-Rated,3.2453271028037385,62.3,True,Below Average,North America,2,Experimental
Cao,Tanzania,1804,2016,USA,2.75,,Tanzania,73.0,False,False,False,Medium (60-75%),2.9,Low-Rated,3.2058823529411766,60.3,False,Average,North America,0,Premium
Cao,"Porcelana, Batch 5163",1804,2016,USA,3.0,Criollo,Venezuela,70.0,False,False,False,Medium (60-75%),2.9,Low-Rated,3.2453271028037385,62.3,True,Average,North America,0,Premium
Cao,Bolivia,1808,2016,USA,3.0,,Bolivia,75.0,False,False,False,Medium (60-75%),2.9,Low-Rated,3.1973684210526314,59.9,False,Average,North America,0,Premium
Cao,Brazil,1808,2016,USA,3.25,Trinitario,Brazil,70.0,False,False,False,Medium (60-75%),2.9,Low-Rated,3.284482758620689,64.2,True,Good,North America,0,Premium
Caoni (Tulicorp),Esmeraldas,237,2008,Ecuador,2.0,Forastero (Arriba),Ecuador,77.0,False,False,False,High (>75%),2.833333333333333,Low-Rated,3.134715025906736,56.7,False,Below Average,South America,2,Experimental
Caoni (Tulicorp),Manabi,237,2008,Ecuador,2.5,Forastero (Arriba),Ecuador,77.0,False,False,False,High (>75%),2.833333333333333,Low-Rated,3.134715025906736,56.7,False,Below Average,South America,2,Experimental
Caoni (Tulicorp),Los Rios,245,2008,Ecuador,2.75,Forastero (Arriba),Ecuador,77.0,False,False,False,High (>75%),2.833333333333333,Low-Rated,3.134715025906736,56.7,False,Average,South America,2,Experimental
Caoni (Tulicorp),Manabi,266,2008,Ecuador,3.0,Forastero (Arriba),Ecuador,55.0,False,False,False,Low (<60%),2.833333333333333,Low-Rated,3.134715025906736,56.7,False,Average,South America,1,Mass Market
Caoni (Tulicorp),Los Rios,269,2008,Ecuador,3.25,Forastero (Arriba),Ecuador,55.0,False,False,False,Low (<60%),2.833333333333333,Low-Rated,3.134715025906736,56.7,False,Good,South America,1,Mass Market
Caoni (Tulicorp),Esmeraldas,269,2008,Ecuador,3.5,Forastero (Arriba),Ecuador,55.0,False,False,True,Low (<60%),2.833333333333333,Low-Rated,3.134715025906736,56.7,False,Good,South America,1,Mass Market
Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,New Zealand,3.5,Trinitario,Papua New Guinea,70.0,False,False,True,Medium (60-75%),3.625,Elite,3.2916666666666665,64.6,True,Good,Asia-Pacific,0,Premium
Captain Pembleton,Kulili Estate,1263,2014,New Zealand,3.75,,Papua New Guinea,70.0,False,False,True,Medium (60-75%),3.625,Elite,3.2916666666666665,64.6,True,Outstanding,Asia-Pacific,0,Premium
Caribeans,"Antigua, Special Reserve",1582,2015,Costa Rica,3.5,,Guatemala,72.0,False,False,True,Medium (60-75%),3.2,Standard,3.321428571428572,66.1,True,Good,Central America,0,Premium
Caribeans,"Talamanca, Raul-Kekoldo Community",1586,2015,Costa Rica,3.25,,Costa Rica,72.0,False,False,False,Medium (60-75%),3.2,Standard,3.1447368421052637,57.2,False,Good,Central America,0,Premium
Caribeans,Anselmo Paraiso Estate,1586,2015,Costa Rica,3.5,,Costa Rica,72.0,False,False,True,Medium (60-75%),3.2,Standard,3.1447368421052637,57.2,False,Good,Central America,0,Premium
Caribeans,Costa Rica,841,2012,Costa Rica,3.0,Forastero,Costa Rica,72.0,False,False,False,Medium (60-75%),3.2,Standard,3.1447368421052637,57.2,False,Average,Central America,0,Premium
Caribeans,Costa Rica,845,2012,Costa Rica,2.75,Forastero,Costa Rica,80.0,False,False,False,High (>75%),3.2,Standard,3.1447368421052637,57.2,False,Average,Central America,2,Experimental
Carlotta Chocolat,Arauca,1884,2016,Colombia,3.0,Trinitario,Colombia,65.0,False,False,False,Medium (60-75%),3.3,Standard,3.225,61.3,False,Average,South America,0,Premium
Carlotta Chocolat,Tumaco,1888,2016,Colombia,3.25,Trinitario,Colombia,65.0,False,False,False,Medium (60-75%),3.3,Standard,3.225,61.3,False,Good,South America,0,Premium
Carlotta Chocolat,Cordoba,1888,2016,Colombia,3.25,Trinitario,Colombia,65.0,False,False,False,Medium (60-75%),3.3,Standard,3.225,61.3,False,Good,South America,0,Premium
Carlotta Chocolat,Huila,1888,2016,Colombia,3.5,Trinitario,Colombia,65.0,False,False,True,Medium (60-75%),3.3,Standard,3.225,61.3,False,Good,South America,0,Premium
Carlotta Chocolat,Cesar,1888,2016,Colombia,3.5,Ccn51,Colombia,65.0,False,False,True,Medium (60-75%),3.3,Standard,3.225,61.3,False,Good,South America,0,Premium
Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,USA,4.0,Trinitario,Belize,72.0,False,False,True,Medium (60-75%),3.267857142857143,Standard,3.2346938775510203,61.7,False,Outstanding,North America,0,Premium
Castronovo,"The Lost City, Gracias A Dias, Batch 362",1570,2015,USA,3.5,Trinitario,Honduras,72.0,False,False,True,Medium (60-75%),3.267857142857143,Standard,3.35,67.5,True,Good,North America,0,Premium
Castronovo,"Duarte, Batch 360",1570,2015,USA,3.75,"Criollo, Trinitario",Dominican Republic,70.0,False,False,True,Medium (60-75%),3.267857142857143,Standard,3.2063253012048194,60.3,False,Outstanding,North America,0,Premium
Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,USA,3.5,,Venezuela,72.0,False,False,True,Medium (60-75%),3.267857142857143,Standard,3.2453271028037385,62.3,True,Good,North America,0,Premium
Castronovo,Sierra Nevada,1347,2014,USA,3.5,"Criollo, Trinitario",Colombia,72.0,False,False,True,Medium (60-75%),3.267857142857143,Standard,3.225,61.3,False,Good,North America,0,Premium
Castronovo,Arauca,1371,2014,USA,3.5,"Criollo, Trinitario",Colombia,76.0,False,False,True,High (>75%),3.267857142857143,Standard,3.225,61.3,False,Good,North America,0,Premium
Castronovo,Elvesia P.,1407,2014,USA,2.75,Trinitario,Dominican Republic,70.0,False,False,False,Medium (60-75%),3.267857142857143,Standard,3.2063253012048194,60.3,False,Average,North America,0,Premium
Castronovo,Bolivia,1101,2013,USA,3.0,Trinitario,Bolivia,70.0,False,False,False,Medium (60-75%),3.267857142857143,Standard,3.1973684210526314,59.9,False,Average,North America,0,Premium
Castronovo,Conacado,1101,2013,USA,3.5,Trinitario,Dominican Republic,73.0,False,False,True,Medium (60-75%),3.267857142857143,Standard,3.2063253012048194,60.3,False,Good,North America,0,Premium
Castronovo,San Martin,1105,2013,USA,2.5,Criollo,Peru,70.0,False,False,False,Medium (60-75%),3.267857142857143,Standard,3.137878787878788,56.9,False,Below Average,North America,2,Experimental
Castronovo,"Guaniamo, Amazonas",1105,2013,USA,3.25,,Venezuela,70.0,False,False,False,Medium (60-75%),3.267857142857143,Standard,3.2453271028037385,62.3,True,Good,North America,0,Premium
Castronovo,Nicaragua,1109,2013,USA,3.25,Trinitario,Nicaragua,72.0,False,False,False,Medium (60-75%),3.267857142857143,Standard,3.2,60.0,False,Good,North America,0,Premium
Castronovo,Tumbes,1153,2013,USA,2.75,Criollo,Peru,70.0,False,False,False,Medium (60-75%),3.267857142857143,Standard,3.137878787878788,56.9,False,Average,North America,0,Premium
Castronovo,Guaniamo,1153,2013,USA,3.0,,Venezuela,72.0,False,False,False,Medium (60-75%),3.267857142857143,Standard,3.2453271028037385,62.3,True,Average,North America,0,Premium
Cello,Ecuador,1247,2014,USA,2.5,,Ecuador,70.0,False,False,False,Medium (60-75%),2.75,Low-Rated,3.134715025906736,56.7,False,Below Average,North America,2,Experimental
Cello,Peru,1247,2014,USA,2.75,,Peru,70.0,False,False,False,Medium (60-75%),2.75,Low-Rated,3.137878787878788,56.9,False,Average,North America,0,Premium
Cello,Venezuela,1251,2014,USA,2.75,,Venezuela,70.0,False,False,False,Medium (60-75%),2.75,Low-Rated,3.2453271028037385,62.3,True,Average,North America,0,Premium
Cello,Bolivia,1251,2014,USA,3.0,,Bolivia,70.0,False,False,False,Medium (60-75%),2.75,Low-Rated,3.1973684210526314,59.9,False,Average,North America,0,Premium
Cemoi,Equateur,404,2009,France,2.75,,Ecuador,72.0,False,False,False,Medium (60-75%),2.75,Low-Rated,3.134715025906736,56.7,False,Average,Europe,1,Mass Market
Chaleur B,Uganda,1426,2014,Canada,2.75,Forastero,Uganda,70.0,False,False,False,Medium (60-75%),2.75,Low-Rated,2.8125,40.6,False,Average,North America,0,Premium
Charm School,Maya Mtn,1900,2016,USA,3.25,,Belize,70.0,False,False,False,Medium (60-75%),3.25,Standard,3.2346938775510203,61.7,False,Good,North America,0,Premium
Chchukululu (Tulicorp),Arriba,486,2010,Ecuador,2.75,Forastero (Arriba),Ecuador,55.0,False,False,False,Low (<60%),2.875,Low-Rated,3.134715025906736,56.7,False,Average,South America,1,Mass Market
Chchukululu (Tulicorp),Los Rios,252,2008,Ecuador,3.0,Forastero (Arriba),Ecuador,75.0,False,False,False,Medium (60-75%),2.875,Low-Rated,3.134715025906736,56.7,False,Average,South America,1,Mass Market
Chequessett,La Amistad,1235,2014,USA,3.5,,Costa Rica,70.0,False,False,True,Medium (60-75%),3.5,Elite,3.1447368421052637,57.2,False,Good,North America,0,Premium
Chloe Chocolat,Blend No. 1,672,2011,France,3.5,,,70.0,False,False,True,Medium (60-75%),3.5,Elite,,,False,Good,Europe,1,Mass Market
Chocablog,Ecuador,1454,2015,U.K.,3.25,,Ecuador,70.0,False,False,False,Medium (60-75%),3.25,Standard,3.134715025906736,56.7,False,Good,Other,0,Premium
Choco Del Sol,Maya Mountain W/ Nibs,1407,2014,Germany,3.0,Trinitario,Belize,75.0,False,False,False,Medium (60-75%),3.125,Standard,3.2346938775510203,61.7,False,Average,Europe,0,Premium
Choco Del Sol,Maya Mountain,1407,2014,Germany,3.25,Trinitario,Belize,82.0,False,False,False,High (>75%),3.125,Standard,3.2346938775510203,61.7,False,Good,Europe,2,Experimental
Choco Dong,"Mekong Delta, Early 2014 Harvest",1696,2015,South Korea,2.75,Trinitario,Vietnam,70.0,False,False,False,Medium (60-75%),3.125,Standard,3.3157894736842106,65.8,True,Average,Asia-Pacific,0,Premium
Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,South Korea,3.5,Trinitario,Malaysia,70.0,False,False,True,Medium (60-75%),3.125,Standard,3.25,62.5,True,Good,Asia-Pacific,0,Premium
Chocolarder,Peru,1482,2015,U.K.,2.5,Criollo,Peru,65.0,False,False,False,Medium (60-75%),2.583333333333333,Low-Rated,3.137878787878788,56.9,False,Below Average,Other,0,Premium
Chocolarder,Peru + Nibs,1482,2015,U.K.,2.75,Criollo,Peru,65.0,False,False,False,Medium (60-75%),2.583333333333333,Low-Rated,3.137878787878788,56.9,False,Average,Other,0,Premium
Chocolarder,Dominican Republic,1514,2015,U.K.,2.5,,Dominican Republic,80.0,False,False,False,High (>75%),2.583333333333333,Low-Rated,3.2063253012048194,60.3,False,Below Average,Other,2,Experimental
Chocola'Te,Madagascar,647,2011,USA,3.75,Trinitario,Madagascar,70.0,False,False,True,Medium (60-75%),3.75,Elite,3.2655172413793103,63.3,True,Outstanding,North America,1,Mass Market
Chocola'Te,Venezuela,647,2011,USA,3.75,,Venezuela,68.0,False,False,True,Medium (60-75%),3.75,Elite,3.2453271028037385,62.3,True,Outstanding,North America,1,Mass Market
Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,USA,2.5,,Peru,90.0,False,False,False,High (>75%),2.5,Low-Rated,3.137878787878788,56.9,False,Below Average,North America,2,Experimental
Chocolate Alchemist-Philly,"Philly Blend, 5 Plantations",1772,2016,USA,2.5,,,80.0,False,False,False,High (>75%),2.5,Low-Rated,,,False,Below Average,North America,2,Experimental
Chocolate Con Amor,Wild Bolivian,1760,2016,USA,2.5,,Bolivia,70.0,False,False,False,Medium (60-75%),2.892857142857143,Low-Rated,3.1973684210526314,59.9,False,Below Average,North America,0,Premium
Chocolate Con Amor,Uganda,1760,2016,USA,2.75,,Uganda,70.0,False,False,False,Medium (60-75%),2.892857142857143,Low-Rated,2.8125,40.6,False,Average,North America,0,Premium
Chocolate Con Amor,Dominican Republic,1764,2016,USA,3.0,,Dominican Republic,60.0,False,False,False,Medium (60-75%),2.892857142857143,Low-Rated,3.2063253012048194,60.3,False,Average,North America,0,Premium
Chocolate Con Amor,Dominican Republic,1764,2016,USA,3.0,,Dominican Republic,75.0,False,False,False,Medium (60-75%),2.892857142857143,Low-Rated,3.2063253012048194,60.3,False,Average,North America,0,Premium
Chocolate Con Amor,Ocumare,1764,2016,USA,3.0,Criollo (Ocumare),Venezuela,80.0,False,False,False,High (>75%),2.892857142857143,Low-Rated,3.2453271028037385,62.3,True,Average,North America,2,Experimental
Chocolate Con Amor,Ecuador,1764,2016,USA,3.25,,Ecuador,70.0,False,False,False,Medium (60-75%),2.892857142857143,Low-Rated,3.134715025906736,56.7,False,Good,North America,0,Premium
Chocolate Con Amor,Nicaragua,1768,2016,USA,2.75,,Nicaragua,80.0,False,False,False,High (>75%),2.892857142857143,Low-Rated,3.2,60.0,False,Average,North America,2,Experimental
Chocolate Conspiracy,Peru,1259,2014,USA,2.75,,Peru,74.0,False,False,False,Medium (60-75%),2.75,Low-Rated,3.137878787878788,56.9,False,Average,North America,2,Experimental
Chocolate Makers,Tres Hombres,1530,2015,Amsterdam,3.25,Trinitario,Dominican Republic,75.0,False,False,False,Medium (60-75%),3.5,Elite,3.2063253012048194,60.3,False,Good,Europe,0,Premium
Chocolate Makers,"Congo, Gorilla Bar",1530,2015,Amsterdam,3.5,Forastero,Dr Congo,68.0,False,False,True,Medium (60-75%),3.5,Elite,3.325,66.3,True,Good,Europe,0,Premium
Chocolate Makers,"Peru, Awagum Bar",1530,2015,Amsterdam,3.75,Criollo,Peru,80.0,False,False,True,High (>75%),3.5,Elite,3.137878787878788,56.9,False,Outstanding,Europe,0,Premium
"Chocolate Tree, The",Maranon,1582,2015,Scotland,3.75,Forastero (Nacional),Peru,69.0,False,False,True,Medium (60-75%),3.2916666666666665,Standard,3.137878787878788,56.9,False,Outstanding,Europe,0,Premium
"Chocolate Tree, The",Carenero Superior,1582,2015,Scotland,3.75,Trinitario,Venezuela,80.0,False,False,True,High (>75%),3.2916666666666665,Standard,3.2453271028037385,62.3,True,Outstanding,Europe,0,Premium
"Chocolate Tree, The",Peru,1121,2013,Scotland,3.75,Forastero (Nacional),Peru,70.0,False,False,True,Medium (60-75%),3.2916666666666665,Standard,3.137878787878788,56.9,False,Outstanding,Europe,0,Premium
"Chocolate Tree, The",Ecuador,919,2012,Scotland,2.5,Forastero (Arriba),Ecuador,82.0,False,False,False,High (>75%),3.2916666666666665,Standard,3.134715025906736,56.7,False,Below Average,Europe,2,Experimental
"Chocolate Tree, The",Peru,919,2012,Scotland,2.75,Criollo,Peru,68.0,False,False,False,Medium (60-75%),3.2916666666666665,Standard,3.137878787878788,56.9,False,Average,Europe,0,Premium
"Chocolate Tree, The",Madagascar,919,2012,Scotland,3.25,Criollo,Madagascar,72.0,False,False,False,Medium (60-75%),3.2916666666666665,Standard,3.2655172413793103,63.3,True,Good,Europe,0,Premium
Chocolats Privilege,Xoconusco,1219,2014,Canada,2.5,Criollo,Mexico,70.0,False,False,False,Medium (60-75%),2.5,Low-Rated,3.0083333333333333,50.4,False,Below Average,North America,2,Experimental
Chocoreko,Patanemo,1454,2015,Japan,3.0,Criollo,Venezuela,77.0,False,False,False,High (>75%),3.0,Standard,3.2453271028037385,62.3,True,Average,Asia-Pacific,0,Premium
Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,Canada,3.25,,Mexico,65.0,False,False,False,Medium (60-75%),3.25,Standard,3.0083333333333333,50.4,False,Good,North America,1,Mass Market
Chocovic,Xoconusco,478,2010,Spain,3.25,Criollo,Mexico,71.0,False,False,False,Medium (60-75%),3.09375,Standard,3.0083333333333333,50.4,False,Good,Europe,1,Mass Market
Chocovic,Sambirano,478,2010,Spain,3.5,Trinitario,Madagascar,71.0,False,False,True,Medium (60-75%),3.09375,Standard,3.2655172413793103,63.3,True,Good,Europe,1,Mass Market
Chocovic,Kendari,439,2009,Spain,3.25,,,60.0,False,False,False,Medium (60-75%),3.09375,Standard,,,False,Good,Europe,1,Mass Market
Chocovic,Tarakan,439,2009,Spain,3.25,,,75.0,False,False,False,Medium (60-75%),3.09375,Standard,,,False,Good,Europe,1,Mass Market
Chocovic,Ocumare,209,2008,Spain,3.5,Criollo,Venezuela,71.0,False,False,True,Medium (60-75%),3.09375,Standard,3.2453271028037385,62.3,True,Good,Europe,1,Mass Market
Chocovic,"Bolivar, Guaranda",117,2007,Spain,2.5,Forastero (Arriba),Ecuador,71.0,False,False,False,Medium (60-75%),3.09375,Standard,3.134715025906736,56.7,False,Below Average,Europe,1,Mass Market
Chocovic,Guyave,117,2007,Spain,2.5,Trinitario,Grenada,71.0,False,False,False,Medium (60-75%),3.09375,Standard,3.026315789473684,51.3,False,Below Average,Europe,1,Mass Market
Chocovic,Maragda,117,2007,Spain,3.0,Blend,,70.0,False,False,False,Medium (60-75%),3.09375,Standard,,,False,Average,Europe,1,Mass Market
Chocovivo,Tabasco,1522,2015,USA,2.5,Trinitario,Mexico,65.0,False,False,False,Medium (60-75%),2.5,Low-Rated,3.0083333333333333,50.4,False,Below Average,North America,0,Premium
Chocovivo,Tabasco,1522,2015,USA,2.5,Trinitario,Mexico,75.0,False,False,False,Medium (60-75%),2.5,Low-Rated,3.0083333333333333,50.4,False,Below Average,North America,2,Experimental
Choklat,Ocumare,377,2009,Canada,2.5,Criollo,Venezuela,80.0,False,False,False,High (>75%),2.85,Low-Rated,3.2453271028037385,62.3,True,Below Average,North America,2,Experimental
Choklat,"Porcelana, Tabasco",377,2009,Canada,2.75,Criollo,Mexico,70.0,False,False,False,Medium (60-75%),2.85,Low-Rated,3.0083333333333333,50.4,False,Average,North America,1,Mass Market
Choklat,Brazilian,377,2009,Canada,3.0,,Brazil,70.0,False,False,False,Medium (60-75%),2.85,Low-Rated,3.284482758620689,64.2,True,Average,North America,1,Mass Market
Choklat,Brazilian,377,2009,Canada,3.0,,Brazil,80.0,False,False,False,High (>75%),2.85,Low-Rated,3.284482758620689,64.2,True,Average,North America,2,Experimental
Choklat,Ocumare,377,2009,Canada,3.0,Criollo,Venezuela,70.0,False,False,False,Medium (60-75%),2.85,Low-Rated,3.2453271028037385,62.3,True,Average,North America,1,Mass Market
Chokolat Elot (Girard),Guadeloupe,1149,2013,Martinique,2.75,,Martinique,42.0,False,True,False,Low (<60%),2.75,Low-Rated,2.75,37.5,False,Average,Caribbean,1,Mass Market
Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,Canada,3.25,,Mexico,75.0,False,False,False,Medium (60-75%),3.25,Standard,3.0083333333333333,50.4,False,Good,North America,0,Premium
Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,Canada,3.75,Forastero (Nacional),Peru,68.0,False,False,True,Medium (60-75%),3.75,Elite,3.137878787878788,56.9,False,Outstanding,North America,1,Mass Market
Chuao Chocolatier,Choroni,445,2009,USA,3.0,Criollo,Venezuela,61.0,False,False,False,Medium (60-75%),3.0,Standard,3.2453271028037385,62.3,True,Average,North America,1,Mass Market
Chuao Chocolatier (Pralus),Chuao,486,2010,USA,2.75,Trinitario,Venezuela,77.0,False,False,False,High (>75%),2.75,Low-Rated,3.2453271028037385,62.3,True,Average,North America,2,Experimental
Claudio Corallo,Terreiro Velho P.,470,2010,Sao Tome,3.75,Forastero,Sao Tome & Principe,73.5,False,False,True,Medium (60-75%),2.9375,Low-Rated,3.1785714285714284,58.9,False,Outstanding,Africa,1,Mass Market
Claudio Corallo,Terreiro Velho P. W/ Sugar Crystals,209,2008,Sao Tome,3.0,Forastero,Sao Tome & Principe,80.0,False,False,False,High (>75%),2.9375,Low-Rated,3.1785714285714284,58.9,False,Average,Africa,2,Experimental
Claudio Corallo,Terreiro Velho P.,227,2008,Sao Tome,4.0,Forastero,Sao Tome & Principe,75.0,False,False,True,Medium (60-75%),2.9375,Low-Rated,3.1785714285714284,58.9,False,Outstanding,Africa,1,Mass Market
Claudio Corallo,Principe,252,2008,Sao Tome,1.0,Forastero,Sao Tome & Principe,100.0,False,True,False,High (>75%),2.9375,Low-Rated,3.1785714285714284,58.9,False,Poor,Africa,2,Experimental
Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,USA,3.5,,Ecuador,73.0,False,False,True,Medium (60-75%),3.5,Elite,3.134715025906736,56.7,False,Good,North America,0,Premium
Coleman & Davis,Sambirano,1646,2015,USA,3.0,Trinitario,Madagascar,75.0,False,False,False,Medium (60-75%),3.0,Standard,3.2655172413793103,63.3,True,Average,North America,0,Premium
Compania De Chocolate (Salgado),Sur Del Lago,579,2010,Argentina,3.25,,Venezuela,70.0,False,False,False,Medium (60-75%),3.15,Standard,3.2453271028037385,62.3,True,Good,South America,1,Mass Market
Compania De Chocolate (Salgado),Carenero Superior,292,2008,Argentina,2.75,Trinitario,Venezuela,80.0,False,False,False,High (>75%),3.15,Standard,3.2453271028037385,62.3,True,Average,South America,2,Experimental
Compania De Chocolate (Salgado),Moxos,292,2008,Argentina,3.25,,Bolivia,72.0,False,False,False,Medium (60-75%),3.15,Standard,3.1973684210526314,59.9,False,Good,South America,1,Mass Market
Compania De Chocolate (Salgado),Ocumare,292,2008,Argentina,3.75,Criollo,Venezuela,70.0,False,False,True,Medium (60-75%),3.15,Standard,3.2453271028037385,62.3,True,Outstanding,South America,1,Mass Market
Compania De Chocolate (Salgado),Esmeraldas,296,2008,Argentina,2.75,Forastero (Nacional),Ecuador,88.0,False,False,False,High (>75%),3.15,Standard,3.134715025906736,56.7,False,Average,South America,2,Experimental
Condor,Camino Verde,1630,2015,USA,3.5,,Ecuador,76.0,False,False,True,High (>75%),3.5,Elite,3.134715025906736,56.7,False,Good,North America,0,Premium
Confluence,"Tien Giang, 2015, Batch 10-2-16",1916,2016,USA,2.75,Trinitario,Vietnam,78.0,False,False,False,High (>75%),2.75,Low-Rated,3.3157894736842106,65.8,True,Average,North America,2,Experimental
Coppeneur,"Ecuador, Puristique",1169,2013,Germany,3.25,Forastero (Nacional),Ecuador,65.0,False,False,False,Medium (60-75%),3.125,Standard,3.134715025906736,56.7,False,Good,Europe,0,Premium
Coppeneur,Ghana Puristique,813,2012,Germany,3.5,Forastero,Ghana,85.0,False,False,True,High (>75%),3.125,Standard,3.090909090909091,54.5,False,Good,Europe,2,Experimental
Coppeneur,Ecuador Puristique,817,2012,Germany,1.5,,Ecuador,100.0,False,True,False,High (>75%),3.125,Standard,3.134715025906736,56.7,False,Poor,Europe,2,Experimental
Coppeneur,Uba Budo,821,2012,Germany,3.75,Forastero,Sao Tome & Principe,72.0,False,False,True,Medium (60-75%),3.125,Standard,3.1785714285714284,58.9,False,Outstanding,Europe,0,Premium
Coppeneur,Madagascar,959,2012,Germany,3.5,Trinitario,Madagascar,70.0,False,False,True,Medium (60-75%),3.125,Standard,3.2655172413793103,63.3,True,Good,Europe,0,Premium
Coppeneur,Grenada,470,2010,Germany,3.25,Trinitario,Grenada,72.0,False,False,False,Medium (60-75%),3.125,Standard,3.026315789473684,51.3,False,Good,Europe,1,Mass Market
Coppeneur,Chuao,478,2010,Germany,3.0,Trinitario,Venezuela,70.0,False,False,False,Medium (60-75%),3.125,Standard,3.2453271028037385,62.3,True,Average,Europe,1,Mass Market
