company,bean_origin_bar,ref,review_year,company_location,rating,bean_type,broad_bean_origin,cocoa_percent_clean,rating_outlier,cocoa_percent_clean_outlier,premium_flag,cocoa_category,brand_avg_rating,brand_tier,origin_avg_rating,origin_score,premium_origin_flag,rating_segment,company_region
Chuao Chocolatier,Choroni,445,2009,USA,3.0,Criollo,Venezuela,61.0,False,False,False,Medium (60-75%),3.0,Standard,3.2453271028037385,62.3,True,Average,North America
Chuao Chocolatier (Pralus),Chuao,486,2010,USA,2.75,Trinitario,Venezuela,77.0,False,False,False,High (>75%),2.75,Low-Rated,3.2453271028037385,62.3,True,Average,North America
Claudio Corallo,Terreiro Velho P.,470,2010,Sao Tome,3.75,Forastero,Sao Tome & Principe,73.5,False,False,True,Medium (60-75%),2.9375,Low-Rated,3.1785714285714284,58.9,False,Outstanding,Africa
Claudio Corallo,Terreiro Velho P. W/ Sugar Crystals,209,2008,Sao Tome,3.0,Forastero,Sao Tome & Principe,80.0,False,False,False,High (>75%),2.9375,Low-Rated,3.1785714285714284,58.9,False,Average,Africa
Claudio Corallo,Terreiro Velho P.,227,2008,Sao Tome,4.0,Forastero,Sao Tome & Principe,75.0,False,False,True,Medium (60-75%),2.9375,Low-Rated,3.1785714285714284,58.9,False,Outstanding,Africa
Claudio Corallo,Principe,252,2008,Sao Tome,1.0,Forastero,Sao Tome & Principe,100.0,False,True,False,High (>75%),2.9375,Low-Rated,3.1785714285714284,58.9,False,Poor,Africa
Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,USA,3.5,,Ecuador,73.0,False,False,True,Medium (60-75%),3.5,Elite,3.134715025906736,56.7,False,Good,North America
Coleman & Davis,Sambirano,1646,2015,USA,3.0,Trinitario,Madagascar,75.0,False,False,False,Medium (60-75%),3.0,Standard,3.2655172413793103,63.3,True,Average,North America
Compania De Chocolate (Salgado),Sur Del Lago,579,2010,Argentina,3.25,,Venezuela,70.0,False,False,False,Medium (60-75%),3.15,Standard,3.2453271028037385,62.3,True,Good,South America
Compania De Chocolate (Salgado),Carenero Superior,292,2008,Argentina,2.75,Trinitario,Venezuela,80.0,False,False,False,High (>75%),3.15,Standard,3.2453271028037385,62.3,True,Average,South America
Compania De Chocolate (Salgado),Moxos,292,2008,Argentina,3.25,,Bolivia,72.0,False,False,False,Medium (60-75%),3.15,Standard,3.1973684210526314,59.9,False,Good,South America
Compania De Chocolate (Salgado),Ocumare,292,2008,Argentina,3.75,Criollo,Venezuela,70.0,False,False,True,Medium (60-75%),3.15,Standard,3.2453271028037385,62.3,True,Outstanding,South America
Compania De Chocolate (Salgado),Esmeraldas,296,2008,Argentina,2.75,Forastero (Nacional),Ecuador,88.0,False,False,False,High (>75%),3.15,Standard,3.134715025906736,56.7,False,Average,South America
Condor,Camino Verde,1630,2015,USA,3.5,,Ecuador,76.0,False,False,True,High (>75%),3.5,Elite,3.134715025906736,56.7,False,Good,North America
Confluence,"Tien Giang, 2015, Batch 10-2-16",1916,2016,USA,2.75,Trinitario,Vietnam,78.0,False,False,False,High (>75%),2.75,Low-Rated,3.3157894736842106,65.8,True,Average,North America
Coppeneur,"Ecuador, Puristique",1169,2013,Germany,3.25,Forastero (Nacional),Ecuador,65.0,False,False,False,Medium (60-75%),3.125,Standard,3.134715025906736,56.7,False,Good,Europe
Coppeneur,Ghana Puristique,813,2012,Germany,3.5,Forastero,Ghana,85.0,False,False,True,High (>75%),3.125,Standard,3.090909090909091,54.5,False,Good,Europe
Coppeneur,Ecuador Puristique,817,2012,Germany,1.5,,Ecuador,100.0,False,True,False,High (>75%),3.125,Standard,3.134715025906736,56.7,False,Poor,Europe
Coppeneur,Uba Budo,821,2012,Germany,3.75,Forastero,Sao Tome & Principe,72.0,False,False,True,Medium (60-75%),3.125,Standard,3.1785714285714284,58.9,False,Outstanding,Europe
Coppeneur,Madagascar,959,2012,Germany,3.5,Trinitario,Madagascar,70.0,False,False,True,Medium (60-75%),3.125,Standard,3.2655172413793103,63.3,True,Good,Europe
Coppeneur,Grenada,470,2010,Germany,3.25,Trinitario,Grenada,72.0,False,False,False,Medium (60-75%),3.125,Standard,3.026315789473684,51.3,False,Good,Europe
Coppeneur,Chuao,478,2010,Germany,3.0,Trinitario,Venezuela,70.0,False,False,False,Medium (60-75%),3.125,Standard,3.2453271028037385,62.3,True,Average,Europe
Coppeneur,"Los Rios, H. Iara",558,2010,Germany,2.5,Nacional,Ecuador,72.0,False,False,False,Medium (60-75%),3.125,Standard,3.134715025906736,56.7,False,Below Average,Europe
Coppeneur,Trinidad,558,2010,Germany,3.0,Trinitario,Trinidad,72.0,False,False,False,Medium (60-75%),3.125,Standard,3.2045454545454546,60.2,False,Average,Europe
Coppeneur,Jamaica,558,2010,Germany,3.25,Trinitario,Jamaica,72.0,False,False,False,Medium (60-75%),3.125,Standard,3.1625,58.1,False,Good,Europe
Coppeneur,Ocumare 61,558,2010,Germany,3.25,Criollo (Ocumare 61),Venezuela,72.0,False,False,False,Medium (60-75%),3.125,Standard,3.2453271028037385,62.3,True,Good,Europe
Coppeneur,"Porcelana, Apotequil",341,2009,Germany,3.0,Criollo,Peru,72.0,False,False,False,Medium (60-75%),3.125,Standard,3.1378787878787877,56.9,False,Average,Europe
Coppeneur,"Porcelana, Apotequil",445,2009,Germany,3.25,Criollo,Peru,62.0,False,False,False,Medium (60-75%),3.125,Standard,3.1378787878787877,56.9,False,Good,Europe
Coppeneur,Chuao 100Hr,451,2009,Germany,3.5,"Criollo, Trinitario",Venezuela,70.0,False,False,True,Medium (60-75%),3.125,Standard,3.2453271028037385,62.3,True,Good,Europe
Coppeneur,Chuao 70Hr,451,2009,Germany,3.75,"Criollo, Trinitario",Venezuela,70.0,False,False,True,Medium (60-75%),3.125,Standard,3.2453271028037385,62.3,True,Outstanding,Europe
Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,Germany,3.0,Criollo,Mexico,72.0,False,False,False,Medium (60-75%),3.125,Standard,3.0083333333333333,50.4,False,Average,Europe
Coppeneur,"Porcelana, Venezuela",220,2008,Germany,3.0,Criollo (Porcelana),Venezuela,72.0,False,False,False,Medium (60-75%),3.125,Standard,3.2453271028037385,62.3,True,Average,Europe
Coppeneur,"Sambirano, Menava P.",196,2007,Germany,3.0,Trinitario,Madagascar,72.0,False,False,False,Medium (60-75%),3.125,Standard,3.2655172413793103,63.3,True,Average,Europe
Cote D' Or (Kraft),Sensations Intense,48,2006,Belgium,1.0,,,70.0,False,False,False,Medium (60-75%),1.0,Low-Rated,,,False,Poor,Europe
Cravve,New Ireland,1283,2014,Australia,2.5,Forastero,Papua New Guinea,70.0,False,False,False,Medium (60-75%),3.107142857142857,Standard,3.2916666666666665,64.6,True,Below Average,Asia-Pacific
Cravve,"Vanuatu, Batch 2410",1335,2014,Australia,2.75,Trinitario,Vanuatu,83.0,False,False,False,High (>75%),3.107142857142857,Standard,3.25,62.5,True,Average,Asia-Pacific
Cravve,"Tanzania, Batch A1",971,2012,Australia,3.25,Forastero,Tanzania,75.0,False,False,False,Medium (60-75%),3.107142857142857,Standard,3.2058823529411766,60.3,False,Good,Asia-Pacific
Cravve,"Bahia, Batch A1213",975,2012,Australia,3.25,Trinitario,Brazil,65.0,False,False,False,Medium (60-75%),3.107142857142857,Standard,3.2844827586206895,64.2,True,Good,Asia-Pacific
Cravve,"Namau Village, N. Taileva P., Batch A2812",975,2012,Australia,3.25,Trinitario,Fiji,67.0,False,False,False,Medium (60-75%),3.107142857142857,Standard,3.125,56.2,False,Good,Asia-Pacific
Cravve,Vanuatu,975,2012,Australia,3.25,Trinitario,Vanuatu,64.0,False,False,False,Medium (60-75%),3.107142857142857,Standard,3.25,62.5,True,Good,Asia-Pacific
Cravve,Djual Island,975,2012,Australia,3.5,Forastero,Papua New Guinea,75.0,False,False,True,Medium (60-75%),3.107142857142857,Standard,3.2916666666666665,64.6,True,Good,Asia-Pacific
Creo,"""Heirloom"", Arriba Nacional",1736,2016,USA,3.25,Forastero (Nacional),Ecuador,85.0,False,False,False,High (>75%),3.5,Elite,3.134715025906736,56.7,False,Good,North America
Creo,"""Heirloom"", Arriba Nacional",1736,2016,USA,3.75,Forastero (Nacional),Ecuador,73.0,False,False,True,Medium (60-75%),3.5,Elite,3.134715025906736,56.7,False,Outstanding,North America
Daintree,Goodman Estate,1654,2015,Australia,2.75,,Australia,70.0,False,False,False,Medium (60-75%),3.0,Standard,3.25,62.5,True,Average,Asia-Pacific
Daintree,"Daintree Estates, N. Queensland",785,2011,Australia,3.25,,Australia,70.0,False,False,False,Medium (60-75%),3.0,Standard,3.25,62.5,True,Good,Asia-Pacific
Dalloway,"Dominican Republic, Batch 7",1928,2017,USA,2.75,,Dominican Republic,72.0,False,False,False,Medium (60-75%),2.75,Low-Rated,3.2063253012048194,60.3,False,Average,North America
Damson,Robson Estate,1610,2015,U.K.,3.0,Trinitario,Trinidad,70.0,False,False,False,Medium (60-75%),2.875,Low-Rated,3.2045454545454546,60.2,False,Average,Other
Damson,Los Rios,1610,2015,U.K.,3.5,,Ecuador,70.0,False,False,True,Medium (60-75%),2.875,Low-Rated,3.134715025906736,56.7,False,Good,Other
Damson,Crayfish Bay Aka Non Pariel Estate,1666,2015,U.K.,2.25,,Grenada,70.0,False,False,False,Medium (60-75%),2.875,Low-Rated,3.026315789473684,51.3,False,Below Average,Other
Damson,O'Payo,1666,2015,U.K.,2.75,,Nicaragua,70.0,False,False,False,Medium (60-75%),2.875,Low-Rated,3.2,60.0,False,Average,Other
Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,USA,3.75,,,70.0,False,False,True,Medium (60-75%),3.3125,Standard,,,False,Outstanding,North America
Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,USA,3.0,Trinitario,Belize,70.0,False,False,False,Medium (60-75%),3.3125,Standard,3.2346938775510203,61.7,False,Average,North America
Dandelion,Maya Mountain,1219,2014,USA,3.5,Trinitario,Belize,70.0,False,False,True,Medium (60-75%),3.3125,Standard,3.2346938775510203,61.7,False,Good,North America
Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,USA,3.5,,Ecuador,70.0,False,False,True,Medium (60-75%),3.3125,Standard,3.134715025906736,56.7,False,Good,North America
Dandelion,Buto,1303,2014,USA,2.75,,Liberia,70.0,False,False,False,Medium (60-75%),3.3125,Standard,3.0833333333333335,54.2,False,Average,North America
Dandelion,"San Francisco De Macoris, Cibao Region",1387,2014,USA,3.75,,Dominican Republic,70.0,False,False,True,Medium (60-75%),3.3125,Standard,3.2063253012048194,60.3,False,Outstanding,North America
Dandelion,"Cumboto, Farmer Jose Lugo",1026,2013,USA,2.75,,Venezuela,70.0,False,False,False,Medium (60-75%),3.3125,Standard,3.2453271028037385,62.3,True,Average,North America
Dandelion,Patanemo,1026,2013,USA,3.25,,Venezuela,70.0,False,False,False,Medium (60-75%),3.3125,Standard,3.2453271028037385,62.3,True,Good,North America
Dandelion,"Mantuano, 2012",1085,2013,USA,3.5,,Venezuela,70.0,False,False,True,Medium (60-75%),3.3125,Standard,3.2453271028037385,62.3,True,Good,North America
Dandelion,Papua New Guinea,1153,2013,USA,3.5,,Papua New Guinea,70.0,False,False,True,Medium (60-75%),3.3125,Standard,3.2916666666666665,64.6,True,Good,North America
Dandelion,Upala,805,2012,USA,3.0,,Costa Rica,70.0,False,False,False,Medium (60-75%),3.3125,Standard,3.1447368421052633,57.2,False,Average,North America
Dandelion,Colombian,805,2012,USA,3.25,,Colombia,70.0,False,False,False,Medium (60-75%),3.3125,Standard,3.225,61.3,False,Good,North America
Dandelion,"Elvesia, 2011",915,2012,USA,3.75,,Dominican Republic,70.0,False,False,True,Medium (60-75%),3.3125,Standard,3.2063253012048194,60.3,False,Outstanding,North America
Dandelion,Dominican Republic,654,2011,USA,3.25,,Dominican Republic,70.0,False,False,False,Medium (60-75%),3.3125,Standard,3.2063253012048194,60.3,False,Good,North America
Dandelion,Madagascar,654,2011,USA,3.25,Trinitario,Madagascar,70.0,False,False,False,Medium (60-75%),3.3125,Standard,3.2655172413793103,63.3,True,Good,North America
Dandelion,Tanzania,654,2011,USA,3.25,,Tanzania,70.0,False,False,False,Medium (60-75%),3.3125,Standard,3.2058823529411766,60.3,False,Good,North America
Danta,Los Ujuxtes,1223,2014,Guatemala,3.25,,Guatemala,82.0,False,False,False,High (>75%),3.4166666666666665,Elite,3.3214285714285716,66.1,True,Good,Central America
Danta,Chuao,987,2012,Guatemala,3.0,Trinitario,Venezuela,75.0,False,False,False,Medium (60-75%),3.4166666666666665,Elite,3.2453271028037385,62.3,True,Average,Central America
Danta,Los Ujuxtes,987,2012,Guatemala,3.75,,Guatemala,70.0,False,False,True,Medium (60-75%),3.4166666666666665,Elite,3.3214285714285716,66.1,True,Outstanding,Central America
Danta,Sambirano,987,2012,Guatemala,3.75,Trinitario,Madagascar,70.0,False,False,True,Medium (60-75%),3.4166666666666665,Elite,3.2655172413793103,63.3,True,Outstanding,Central America
Danta,Las Acacias E.,987,2012,Guatemala,4.0,Criollo,Guatemala,70.0,False,False,True,Medium (60-75%),3.4166666666666665,Elite,3.3214285714285716,66.1,True,Outstanding,Central America
Danta,"Oscuro, Finca Chimelb",991,2012,Guatemala,3.25,,Guatemala,70.0,False,False,False,Medium (60-75%),3.4166666666666665,Elite,3.3214285714285716,66.1,True,Good,Central America
Danta,Los Ujuxtes,661,2011,Guatemala,3.5,,Guatemala,60.0,False,False,True,Medium (60-75%),3.4166666666666665,Elite,3.3214285714285716,66.1,True,Good,Central America
Danta,Las Acacias E.,423,2009,Guatemala,3.0,Criollo,Guatemala,75.0,False,False,False,Medium (60-75%),3.4166666666666665,Elite,3.3214285714285716,66.1,True,Average,Central America
Danta,Las Acacias E.,423,2009,Guatemala,3.25,Criollo,Guatemala,60.0,False,False,False,Medium (60-75%),3.4166666666666665,Elite,3.3214285714285716,66.1,True,Good,Central America
Dar,"Venezuela, Batch 122",1920,2016,USA,2.75,,Venezuela,72.0,False,False,False,Medium (60-75%),3.0,Standard,3.2453271028037385,62.3,True,Average,North America
Dar,Vietnam,1920,2016,USA,3.0,Trinitario,Vietnam,72.0,False,False,False,Medium (60-75%),3.0,Standard,3.3157894736842106,65.8,True,Average,North America
Dar,"Duo, Batch 002",1920,2016,USA,3.25,,"Ecuador, Costa Rica",70.0,False,False,False,Medium (60-75%),3.0,Standard,3.25,62.5,True,Good,North America
Dark Forest,Bolivia,1708,2016,USA,3.25,,Bolivia,75.0,False,False,False,Medium (60-75%),3.15,Standard,3.1973684210526314,59.9,False,Good,North America
Dark Forest,Madagascar,1550,2015,USA,3.0,Trinitario,Madagascar,70.0,False,False,False,Medium (60-75%),3.15,Standard,3.2655172413793103,63.3,True,Average,North America
Dark Forest,Ocumare,1550,2015,USA,3.25,,Venezuela,70.0,False,False,False,Medium (60-75%),3.15,Standard,3.2453271028037385,62.3,True,Good,North America
Dark Forest,Tanzania,1554,2015,USA,3.0,,Tanzania,70.0,False,False,False,Medium (60-75%),3.15,Standard,3.2058823529411766,60.3,False,Average,North America
Dark Forest,Ecuador,1554,2015,USA,3.25,,Ecuador,70.0,False,False,False,Medium (60-75%),3.15,Standard,3.134715025906736,56.7,False,Good,North America
Davis,Ghana,1093,2013,USA,2.5,Forastero,Ghana,70.0,False,False,False,Medium (60-75%),2.8125,Low-Rated,3.090909090909091,54.5,False,Below Average,North America
Davis,Rainforest,1093,2013,USA,2.75,,Dominican Republic,70.0,False,False,False,Medium (60-75%),2.8125,Low-Rated,3.2063253012048194,60.3,False,Average,North America
Davis,Venezuela,1093,2013,USA,2.75,,Venezuela,70.0,False,False,False,Medium (60-75%),2.8125,Low-Rated,3.2453271028037385,62.3,True,Average,North America
Davis,West Africa,907,2012,USA,3.25,Forastero,West Africa,58.0,False,False,False,Low (<60%),2.8125,Low-Rated,2.5833333333333335,29.2,False,Good,North America
De Mendes,"Nativo, Varzea",1462,2015,Brazil,3.5,,Brazil,72.0,False,False,True,Medium (60-75%),3.5,Elite,3.2844827586206895,64.2,True,Good,South America
De Mendes,"Selvagem, Jari",1462,2015,Brazil,3.5,,Brazil,65.0,False,False,True,Medium (60-75%),3.5,Elite,3.2844827586206895,64.2,True,Good,South America
De Villiers,Bundibugyo District,1832,2016,South Africa,2.5,Forastero,Uganda,70.0,False,False,False,Medium (60-75%),2.75,Low-Rated,2.8125,40.6,False,Below Average,Africa
De Villiers,"Sambirano Valley, Batch 2477",1832,2016,South Africa,3.0,,Madagascar,70.0,False,False,False,Medium (60-75%),2.75,Low-Rated,3.2655172413793103,63.3,True,Average,Africa
Dean And Deluca (Belcolade),Madagascar,170,2007,USA,2.5,Trinitario,Madagascar,66.0,False,False,False,Medium (60-75%),2.9166666666666665,Low-Rated,3.2655172413793103,63.3,True,Below Average,North America
Dean And Deluca (Belcolade),Costa Rica,175,2007,USA,3.0,,Costa Rica,64.0,False,False,False,Medium (60-75%),2.9166666666666665,Low-Rated,3.1447368421052633,57.2,False,Average,North America
Dean And Deluca (Belcolade),Ecuador,175,2007,USA,3.0,,Ecuador,71.0,False,False,False,Medium (60-75%),2.9166666666666665,Low-Rated,3.134715025906736,56.7,False,Average,North America
Dean And Deluca (Belcolade),Ghana,175,2007,USA,3.0,Forastero,Ghana,60.0,False,False,False,Medium (60-75%),2.9166666666666665,Low-Rated,3.090909090909091,54.5,False,Average,North America
Dean And Deluca (Belcolade),Papua New Guinea,180,2007,USA,3.0,,Papua New Guinea,64.0,False,False,False,Medium (60-75%),2.9166666666666665,Low-Rated,3.2916666666666665,64.6,True,Average,North America
Dean And Deluca (Belcolade),Peru,180,2007,USA,3.0,,Peru,64.0,False,False,False,Medium (60-75%),2.9166666666666665,Low-Rated,3.1378787878787877,56.9,False,Average,North America
Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,France,3.0,,Papua New Guinea,64.0,False,False,False,Medium (60-75%),3.375,Standard,3.2916666666666665,64.6,True,Average,Europe
Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,France,3.75,,Venezuela,66.0,False,False,True,Medium (60-75%),3.375,Standard,3.2453271028037385,62.3,True,Outstanding,Europe
Desbarres,"Kilombero, Batch 41",1916,2016,Canada,2.5,,Tanzania,72.0,False,False,False,Medium (60-75%),2.5,Low-Rated,3.2058823529411766,60.3,False,Below Average,North America
Devries,Bolivian,241,2008,USA,2.75,,Bolivia,80.0,False,False,False,High (>75%),3.25,Standard,3.1973684210526314,59.9,False,Average,North America
Devries,Costa Rica,166,2007,USA,3.5,Trinitario,Costa Rica,77.0,False,False,True,High (>75%),3.25,Standard,3.1447368421052633,57.2,False,Good,North America
Devries,Dominican Republic,166,2007,USA,3.5,,Dominican Republic,77.0,False,False,True,High (>75%),3.25,Standard,3.2063253012048194,60.3,False,Good,North America
Dick Taylor,Lanquin Estate,1952,2017,USA,3.75,,Guatemala,70.0,False,False,True,Medium (60-75%),3.1923076923076925,Standard,3.3214285714285716,66.1,True,Outstanding,North America
Dick Taylor,Tien Giang,1864,2016,USA,3.5,Trinitario,Vietnam,78.0,False,False,True,High (>75%),3.1923076923076925,Standard,3.3157894736842106,65.8,True,Good,North America
Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,USA,3.75,,Bolivia,70.0,False,False,True,Medium (60-75%),3.1923076923076925,Standard,3.1973684210526314,59.9,False,Outstanding,North America
Dick Taylor,Elvesia,1235,2014,USA,3.5,,Dominican Republic,74.0,False,False,True,Medium (60-75%),3.1923076923076925,Standard,3.2063253012048194,60.3,False,Good,North America
Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,USA,3.25,,Ecuador,70.0,False,False,False,Medium (60-75%),3.1923076923076925,Standard,3.134715025906736,56.7,False,Good,North America
Dick Taylor,Camino Verde,1193,2013,USA,3.5,,Ecuador,76.0,False,False,True,High (>75%),3.1923076923076925,Standard,3.134715025906736,56.7,False,Good,North America
Dick Taylor,Bolivia,895,2012,USA,2.75,,Bolivia,75.0,False,False,False,Medium (60-75%),3.1923076923076925,Standard,3.1973684210526314,59.9,False,Average,North America
Dick Taylor,Belize,955,2012,USA,2.75,Trinitario,Belize,72.0,False,False,False,Medium (60-75%),3.1923076923076925,Standard,3.2346938775510203,61.7,False,Average,North America
Dick Taylor,Sambirano,661,2011,USA,2.75,Trinitario,Madagascar,80.0,False,False,False,High (>75%),3.1923076923076925,Standard,3.2655172413793103,63.3,True,Average,North America
Dick Taylor,Sambirano,661,2011,USA,3.0,Trinitario,Madagascar,72.0,False,False,False,Medium (60-75%),3.1923076923076925,Standard,3.2655172413793103,63.3,True,Average,North America
Dick Taylor,Mantuano,682,2011,USA,2.75,Criollo,Venezuela,75.0,False,False,False,Medium (60-75%),3.1923076923076925,Standard,3.2453271028037385,62.3,True,Average,North America
Dick Taylor,La Red,769,2011,USA,3.0,,Dominican Republic,74.0,False,False,False,Medium (60-75%),3.1923076923076925,Standard,3.2063253012048194,60.3,False,Average,North America
Dick Taylor,Ecuador,769,2011,USA,3.25,,Ecuador,70.0,False,False,False,Medium (60-75%),3.1923076923076925,Standard,3.134715025906736,56.7,False,Good,North America
Doble & Bignall,Puerto Cabello,1688,2015,U.K.,3.0,,Venezuela,85.0,False,False,False,High (>75%),3.25,Standard,3.2453271028037385,62.3,True,Average,Other
Doble & Bignall,"Panama, Raven",1371,2014,U.K.,3.25,,Panama,72.0,False,False,False,Medium (60-75%),3.25,Standard,3.1785714285714284,58.9,False,Good,Other
Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,U.K.,3.25,Trinitario,Venezuela,72.0,False,False,False,Medium (60-75%),3.25,Standard,3.2453271028037385,62.3,True,Good,Other
Doble & Bignall,Johe,1407,2014,U.K.,3.5,"Criollo, Trinitario",Nicaragua,72.0,False,False,True,Medium (60-75%),3.25,Standard,3.2,60.0,False,Good,Other
Dole (Guittard),"O'Ahu, N. Shore, Waialua Estate",311,2009,USA,3.75,,Hawaii,70.0,False,False,True,Medium (60-75%),3.75,Elite,3.2142857142857144,60.7,False,Outstanding,North America
Dolfin (Belcolade),Africa,304,2008,Belgium,3.0,Forastero,West Africa,88.0,False,False,False,High (>75%),2.25,Low-Rated,2.5833333333333335,29.2,False,Average,Europe
Dolfin (Belcolade),Noir,63,2006,Belgium,1.5,,,70.0,False,False,False,Medium (60-75%),2.25,Low-Rated,,,False,Poor,Europe
Domori,Hacienda Victoria,1672,2015,Italy,3.75,,Ecuador,70.0,False,False,True,Medium (60-75%),3.477272727272727,Elite,3.134715025906736,56.7,False,Outstanding,Europe
Domori,Ocumare 77,1672,2015,Italy,3.75,Criollo (Ocumare 77),Venezuela,70.0,False,False,True,Medium (60-75%),3.477272727272727,Elite,3.2453271028037385,62.3,True,Outstanding,Europe
Domori,"Il100, H. San Jose",1109,2013,Italy,3.0,Criollo,Venezuela,100.0,False,True,False,High (>75%),3.477272727272727,Elite,3.2453271028037385,62.3,True,Average,Europe
Domori,Morogoro,863,2012,Italy,3.5,,Tanzania,70.0,False,False,True,Medium (60-75%),3.477272727272727,Elite,3.2058823529411766,60.3,False,Good,Europe
Domori,Guasare,863,2012,Italy,3.75,Criollo,Venezuela,70.0,False,False,True,Medium (60-75%),3.477272727272727,Elite,3.2453271028037385,62.3,True,Outstanding,Europe
Domori,"Canoabo, Hacienda San Jose",693,2011,Italy,3.5,Criollo,Venezuela,70.0,False,False,True,Medium (60-75%),3.477272727272727,Elite,3.2453271028037385,62.3,True,Good,Europe
Domori,"Chuao, Hacienda San Jose",470,2010,Italy,3.0,Trinitario,Venezuela,70.0,False,False,False,Medium (60-75%),3.477272727272727,Elite,3.2453271028037385,62.3,True,Average,Europe
Domori,"Carupano, H. San Jose",227,2008,Italy,3.0,Trinitario,Venezuela,70.0,False,False,False,Medium (60-75%),3.477272727272727,Elite,3.2453271028037385,62.3,True,Average,Europe
Domori,Teyuna,272,2008,Italy,3.0,,Colombia,70.0,False,False,False,Medium (60-75%),3.477272727272727,Elite,3.225,61.3,False,Average,Europe
Domori,Blend No. 1,272,2008,Italy,3.5,Blend,,78.0,False,False,True,High (>75%),3.477272727272727,Elite,,,False,Good,Europe
Domori,Ilblend,272,2008,Italy,3.75,Blend,,70.0,False,False,True,Medium (60-75%),3.477272727272727,Elite,,,False,Outstanding,Europe
Domori,Porcelana,111,2007,Italy,4.0,Criollo (Porcelana),Venezuela,70.0,False,False,True,Medium (60-75%),3.477272727272727,Elite,3.2453271028037385,62.3,True,Outstanding,Europe
Domori,"Ocumare 61, Puertomar",129,2007,Italy,3.25,Criollo (Ocumare 61),Venezuela,75.0,False,False,False,Medium (60-75%),3.477272727272727,Elite,3.2453271028037385,62.3,True,Good,Europe
Domori,Granella,135,2007,Italy,3.25,Trinitario,Venezuela,60.0,False,False,False,Medium (60-75%),3.477272727272727,Elite,3.2453271028037385,62.3,True,Good,Europe
Domori,Madagascar,135,2007,Italy,3.5,Trinitario,Madagascar,70.0,False,False,True,Medium (60-75%),3.477272727272727,Elite,3.2655172413793103,63.3,True,Good,Europe
Domori,Madagared,192,2007,Italy,3.5,Criollo,Madagascar,70.0,False,False,True,Medium (60-75%),3.477272727272727,Elite,3.2655172413793103,63.3,True,Good,Europe
Domori,"Java, Javablond",192,2007,Italy,3.75,Criollo,Indonesia,70.0,False,False,True,Medium (60-75%),3.477272727272727,Elite,3.1875,59.4,False,Outstanding,Europe
Domori,Ecuador,192,2007,Italy,4.0,Forastero (Arriba),Ecuador,70.0,False,False,True,Medium (60-75%),3.477272727272727,Elite,3.134715025906736,56.7,False,Outstanding,Europe
Domori,"Ocumare 67, Puertofino",192,2007,Italy,4.0,Criollo (Ocumare 67),Venezuela,70.0,False,False,True,Medium (60-75%),3.477272727272727,Elite,3.2453271028037385,62.3,True,Outstanding,Europe
Domori,Sur Del Lago Classificado,87,2006,Italy,3.0,Trinitario,Venezuela,70.0,False,False,False,Medium (60-75%),3.477272727272727,Elite,3.2453271028037385,62.3,True,Average,Europe
Domori,Apurimac,87,2006,Italy,3.25,Trinitario,Peru,70.0,False,False,False,Medium (60-75%),3.477272727272727,Elite,3.1378787878787877,56.9,False,Good,Europe
Domori,Carenero Superior,87,2006,Italy,3.5,Trinitario,Venezuela,70.0,False,False,True,Medium (60-75%),3.477272727272727,Elite,3.2453271028037385,62.3,True,Good,Europe
Dormouse,Non Pariel Estate,1880,2016,U.K.,2.75,Trinitario,Grenada,75.0,False,False,False,Medium (60-75%),2.6875,Low-Rated,3.026315789473684,51.3,False,Average,Other
Dormouse,"Rio Caribe, Batch 7",1672,2015,U.K.,2.5,Trinitario,Venezuela,70.0,False,False,False,Medium (60-75%),2.6875,Low-Rated,3.2453271028037385,62.3,True,Below Average,Other
Dormouse,"Colombia, Batch 9",1676,2015,U.K.,2.75,"Criollo, Trinitario",Colombia,80.0,False,False,False,High (>75%),2.6875,Low-Rated,3.225,61.3,False,Average,Other
Dormouse,"Madagascar, Batch 8",1676,2015,U.K.,2.75,"Criollo, Trinitario",Madagascar,77.0,False,False,False,High (>75%),2.6875,Low-Rated,3.2655172413793103,63.3,True,Average,Other
Duffy'S,"Rio Dulce, Xoco",1662,2015,U.K.,4.0,Criollo,Guatemala,70.0,False,False,True,Medium (60-75%),3.5,Elite,3.3214285714285716,66.1,True,Outstanding,Other
Duffy'S,"Chuno, Xoco",1331,2014,U.K.,3.5,Criollo,Nicaragua,70.0,False,False,True,Medium (60-75%),3.5,Elite,3.2,60.0,False,Good,Other
Duffy'S,"Rico Rugoso, Xoco",1331,2014,U.K.,3.75,Criollo,Nicaragua,76.0,False,False,True,High (>75%),3.5,Elite,3.2,60.0,False,Outstanding,Other
Duffy'S,Ocumare,923,2012,U.K.,3.75,,Venezuela,72.0,False,False,True,Medium (60-75%),3.5,Elite,3.2453271028037385,62.3,True,Outstanding,Other
