company,bean_origin_bar,ref,review_year,company_location,rating,bean_type,broad_bean_origin,cocoa_percent_clean,rating_outlier,cocoa_percent_clean_outlier
Cacao De Origen,"Chuao, Aragua Region",1391,2014,Venezuela,3.5,Trinitario,Venezuela,75.0,False,False
Cacao De Origen,"Chuao, Aragua Region",1395,2014,Venezuela,3.75,Trinitario,Venezuela,70.0,False,False
Cacao De Origin,Hacienda La Trinidad,1668,2015,Venezuela,3.25,,Venezuela,74.0,False,False
Cacao Hunters,Macondo,1816,2016,Colombia,3.75,,Colombia,71.0,False,False
Cacao Hunters,Perla Negra,1816,2016,Colombia,3.75,,Colombia,74.0,False,False
Cacao Hunters,Arhuacos,1662,2015,Colombia,3.75,,Colombia,72.0,False,False
Cacao Hunters,Sierra Nevada,1430,2014,Colombia,3.5,,Colombia,64.0,False,False
Cacao Hunters,Tumaco,1430,2014,Colombia,3.5,,Colombia,70.0,False,False
Cacao Hunters,"Boyaca, Aprocampa Coop, Pauna",1434,2014,Colombia,2.75,,Colombia,69.0,False,False
Cacao Hunters,Arauca,1434,2014,Colombia,3.25,,Colombia,70.0,False,False
Cacao Market,"Jutiapa, Lot 050916D",1860,2016,USA,3.5,Trinitario,Honduras,70.0,False,False
Cacao Prieto,"Criollo, Dominican Republic",991,2012,USA,3.75,Criollo,Dominican Republic,72.0,False,False
Cacao Prieto,"Dominican Republicm, Rustic",641,2011,USA,3.0,,Dominican Republic,72.0,False,False
Cacao Prieto,Dominican Republic,641,2011,USA,3.75,,Dominican Republic,66.0,False,False
Cacao Prieto,"Dominican Republic, Rustic",647,2011,USA,3.25,,Dominican Republic,65.0,False,False
Cacao Sampaka,"Mahali, Kasai",1908,2016,Spain,3.5,Criollo,Dr Congo,70.0,False,False
Cacao Sampaka,Madagascar,508,2010,Spain,3.5,Trinitario,Madagascar,71.0,False,False
Cacao Sampaka,Ecuador,523,2010,Spain,3.75,,Ecuador,71.0,False,False
Cacao Sampaka,Papua,523,2010,Spain,4.0,,Papua New Guinea,71.0,False,False
Cacao Sampaka,Grenada,537,2010,Spain,3.25,Trinitario,Grenada,71.0,False,False
Cacao Sampaka,Venezuela,537,2010,Spain,3.5,,Venezuela,71.0,False,False
Cacao Sampaka,Venezuela,537,2010,Spain,3.5,,Venezuela,77.0,False,False
Cacao Sampaka,"Porcelana, Tabasco, La Joya",336,2009,Spain,4.0,Criollo,Mexico,70.0,False,False
Cacao Sampaka,"Xoconusco, Chiapas",346,2009,Spain,4.0,Criollo,Mexico,70.0,False,False
Cacao Store,Madagascar,1684,2015,Japan,3.0,Trinitario,Madagascar,70.0,False,False
Cacao Store,Peru,1684,2015,Japan,3.25,,Peru,70.0,False,False
Cacao Store,Vietnam,1684,2015,Japan,3.5,Trinitario,Vietnam,70.0,False,False
Cacaosuyo (Theobroma Inversiones),Piura,1173,2013,Peru,3.25,,Peru,70.0,False,False
Cacaoyere (Ecuatoriana),Amazonia,237,2008,Ecuador,3.5,Forastero (Arriba),Ecuador,63.0,False,False
Cacaoyere (Ecuatoriana),Esmeraldas,237,2008,Ecuador,3.5,Forastero (Arriba),Ecuador,71.0,False,False
Cacaoyere (Ecuatoriana),Bolivar,245,2008,Ecuador,2.5,Forastero (Arriba),Ecuador,82.0,False,False
Cacaoyere (Ecuatoriana),Pichincha,259,2008,Ecuador,1.5,Forastero (Arriba),Ecuador,91.0,False,True
Callebaut,Grenade,296,2008,Belgium,2.75,Trinitario,Grenada,60.0,False,False
Callebaut,Baking,141,2007,Belgium,1.0,,Ecuador,70.0,False,False
C-Amaro,Cuba,1442,2014,Italy,2.5,,Cuba,75.0,False,False
C-Amaro,Dominican Republic,1442,2014,Italy,3.0,,Dominican Republic,72.0,False,False
C-Amaro,"Lago Di Como, Blu",1442,2014,Italy,3.5,Blend,,70.0,False,False
C-Amaro,Ecuador,1185,2013,Italy,3.5,,Ecuador,100.0,False,True
C-Amaro,Venezuela,809,2012,Italy,3.0,,Venezuela,80.0,False,False
C-Amaro,Sao Tome,749,2011,Italy,2.25,Forastero,Sao Tome,78.0,False,False
C-Amaro,Trinidad,765,2011,Italy,2.5,Trinitario,Trinidad,70.0,False,False
Cao,Porcelana,1804,2016,USA,2.5,Criollo,Venezuela,75.0,False,False
Cao,Tanzania,1804,2016,USA,2.75,,Tanzania,73.0,False,False
Cao,"Porcelana, Batch 5163",1804,2016,USA,3.0,Criollo,Venezuela,70.0,False,False
Cao,Bolivia,1808,2016,USA,3.0,,Bolivia,75.0,False,False
Cao,Brazil,1808,2016,USA,3.25,Trinitario,Brazil,70.0,False,False
Caoni (Tulicorp),Esmeraldas,237,2008,Ecuador,2.0,Forastero (Arriba),Ecuador,77.0,False,False
Caoni (Tulicorp),Manabi,237,2008,Ecuador,2.5,Forastero (Arriba),Ecuador,77.0,False,False
Caoni (Tulicorp),Los Rios,245,2008,Ecuador,2.75,Forastero (Arriba),Ecuador,77.0,False,False
Caoni (Tulicorp),Manabi,266,2008,Ecuador,3.0,Forastero (Arriba),Ecuador,55.0,False,False
Caoni (Tulicorp),Los Rios,269,2008,Ecuador,3.25,Forastero (Arriba),Ecuador,55.0,False,False
Caoni (Tulicorp),Esmeraldas,269,2008,Ecuador,3.5,Forastero (Arriba),Ecuador,55.0,False,False
Captain Pembleton,"Saidor Estate, Madang P.",1263,2014,New Zealand,3.5,Trinitario,Papua New Guinea,70.0,False,False
Captain Pembleton,Kulili Estate,1263,2014,New Zealand,3.75,,Papua New Guinea,70.0,False,False
Caribeans,"Antigua, Special Reserve",1582,2015,Costa Rica,3.5,,Guatemala,72.0,False,False
Caribeans,"Talamanca, Raul-Kekoldo Community",1586,2015,Costa Rica,3.25,,Costa Rica,72.0,False,False
Caribeans,Anselmo Paraiso Estate,1586,2015,Costa Rica,3.5,,Costa Rica,72.0,False,False
Caribeans,Costa Rica,841,2012,Costa Rica,3.0,Forastero,Costa Rica,72.0,False,False
Caribeans,Costa Rica,845,2012,Costa Rica,2.75,Forastero,Costa Rica,80.0,False,False
Carlotta Chocolat,Arauca,1884,2016,Colombia,3.0,Trinitario,Colombia,65.0,False,False
Carlotta Chocolat,Tumaco,1888,2016,Colombia,3.25,Trinitario,Colombia,65.0,False,False
Carlotta Chocolat,Cordoba,1888,2016,Colombia,3.25,Trinitario,Colombia,65.0,False,False
Carlotta Chocolat,Huila,1888,2016,Colombia,3.5,Trinitario,Colombia,65.0,False,False
Carlotta Chocolat,Cesar,1888,2016,Colombia,3.5,Ccn51,Colombia,65.0,False,False
Castronovo,"Maya Mtn, Batch 454, Heirloom",1724,2016,USA,4.0,Trinitario,Belize,72.0,False,False
Castronovo,"The Lost City, Gracias A Dias, Batch 362",1570,2015,USA,3.5,Trinitario,Honduras,72.0,False,False
Castronovo,"Duarte, Batch 360",1570,2015,USA,3.75,"Criollo, Trinitario",Dominican Republic,70.0,False,False
Castronovo,"Piaroa, Amazonas, Batch 350",1574,2015,USA,3.5,,Venezuela,72.0,False,False
Castronovo,Sierra Nevada,1347,2014,USA,3.5,"Criollo, Trinitario",Colombia,72.0,False,False
Castronovo,Arauca,1371,2014,USA,3.5,"Criollo, Trinitario",Colombia,76.0,False,False
Castronovo,Elvesia P.,1407,2014,USA,2.75,Trinitario,Dominican Republic,70.0,False,False
Castronovo,Bolivia,1101,2013,USA,3.0,Trinitario,Bolivia,70.0,False,False
Castronovo,Conacado,1101,2013,USA,3.5,Trinitario,Dominican Republic,73.0,False,False
Castronovo,San Martin,1105,2013,USA,2.5,Criollo,Peru,70.0,False,False
Castronovo,"Guaniamo, Amazonas",1105,2013,USA,3.25,,Venezuela,70.0,False,False
Castronovo,Nicaragua,1109,2013,USA,3.25,Trinitario,Nicaragua,72.0,False,False
Castronovo,Tumbes,1153,2013,USA,2.75,Criollo,Peru,70.0,False,False
Castronovo,Guaniamo,1153,2013,USA,3.0,,Venezuela,72.0,False,False
Cello,Ecuador,1247,2014,USA,2.5,,Ecuador,70.0,False,False
Cello,Peru,1247,2014,USA,2.75,,Peru,70.0,False,False
Cello,Venezuela,1251,2014,USA,2.75,,Venezuela,70.0,False,False
Cello,Bolivia,1251,2014,USA,3.0,,Bolivia,70.0,False,False
Cemoi,Equateur,404,2009,France,2.75,,Ecuador,72.0,False,False
Chaleur B,Uganda,1426,2014,Canada,2.75,Forastero,Uganda,70.0,False,False
Charm School,Maya Mtn,1900,2016,USA,3.25,,Belize,70.0,False,False
Chchukululu (Tulicorp),Arriba,486,2010,Ecuador,2.75,Forastero (Arriba),Ecuador,55.0,False,False
Chchukululu (Tulicorp),Los Rios,252,2008,Ecuador,3.0,Forastero (Arriba),Ecuador,75.0,False,False
Chequessett,La Amistad,1235,2014,USA,3.5,,Costa Rica,70.0,False,False
Chloe Chocolat,Blend No. 1,672,2011,France,3.5,,,70.0,False,False
Chocablog,Ecuador,1454,2015,U.K.,3.25,,Ecuador,70.0,False,False
Choco Del Sol,Maya Mountain W/ Nibs,1407,2014,Germany,3.0,Trinitario,Belize,75.0,False,False
Choco Del Sol,Maya Mountain,1407,2014,Germany,3.25,Trinitario,Belize,82.0,False,False
Choco Dong,"Mekong Delta, Early 2014 Harvest",1696,2015,South Korea,2.75,Trinitario,Vietnam,70.0,False,False
Choco Dong,"Tawau, Oct. 2015 Harvest",1696,2015,South Korea,3.5,Trinitario,Malaysia,70.0,False,False
Chocolarder,Peru,1482,2015,U.K.,2.5,Criollo,Peru,65.0,False,False
Chocolarder,Peru + Nibs,1482,2015,U.K.,2.75,Criollo,Peru,65.0,False,False
Chocolarder,Dominican Republic,1514,2015,U.K.,2.5,,Dominican Republic,80.0,False,False
Chocola'Te,Madagascar,647,2011,USA,3.75,Trinitario,Madagascar,70.0,False,False
Chocola'Te,Venezuela,647,2011,USA,3.75,,Venezuela,68.0,False,False
Chocolate Alchemist-Philly,"Tumbes, ""Zarumilla""",1772,2016,USA,2.5,,Peru,90.0,False,False
Chocolate Alchemist-Philly,"Philly Blend, 5 Plantations",1772,2016,USA,2.5,,,80.0,False,False
Chocolate Con Amor,Wild Bolivian,1760,2016,USA,2.5,,Bolivia,70.0,False,False
Chocolate Con Amor,Uganda,1760,2016,USA,2.75,,Uganda,70.0,False,False
Chocolate Con Amor,Dominican Republic,1764,2016,USA,3.0,,Dominican Republic,60.0,False,False
Chocolate Con Amor,Dominican Republic,1764,2016,USA,3.0,,Dominican Republic,75.0,False,False
Chocolate Con Amor,Ocumare,1764,2016,USA,3.0,Criollo (Ocumare),Venezuela,80.0,False,False
Chocolate Con Amor,Ecuador,1764,2016,USA,3.25,,Ecuador,70.0,False,False
Chocolate Con Amor,Nicaragua,1768,2016,USA,2.75,,Nicaragua,80.0,False,False
Chocolate Conspiracy,Peru,1259,2014,USA,2.75,,Peru,74.0,False,False
Chocolate Makers,Tres Hombres,1530,2015,Amsterdam,3.25,Trinitario,Dominican Republic,75.0,False,False
Chocolate Makers,"Congo, Gorilla Bar",1530,2015,Amsterdam,3.5,Forastero,Dr Congo,68.0,False,False
Chocolate Makers,"Peru, Awagum Bar",1530,2015,Amsterdam,3.75,Criollo,Peru,80.0,False,False
"Chocolate Tree, The",Maranon,1582,2015,Scotland,3.75,Forastero (Nacional),Peru,69.0,False,False
"Chocolate Tree, The",Carenero Superior,1582,2015,Scotland,3.75,Trinitario,Venezuela,80.0,False,False
"Chocolate Tree, The",Peru,1121,2013,Scotland,3.75,Forastero (Nacional),Peru,70.0,False,False
"Chocolate Tree, The",Ecuador,919,2012,Scotland,2.5,Forastero (Arriba),Ecuador,82.0,False,False
"Chocolate Tree, The",Peru,919,2012,Scotland,2.75,Criollo,Peru,68.0,False,False
"Chocolate Tree, The",Madagascar,919,2012,Scotland,3.25,Criollo,Madagascar,72.0,False,False
Chocolats Privilege,Xoconusco,1219,2014,Canada,2.5,Criollo,Mexico,70.0,False,False
Chocoreko,Patanemo,1454,2015,Japan,3.0,Criollo,Venezuela,77.0,False,False
Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,Canada,3.25,,Mexico,65.0,False,False
Chocovic,Xoconusco,478,2010,Spain,3.25,Criollo,Mexico,71.0,False,False
Chocovic,Sambirano,478,2010,Spain,3.5,Trinitario,Madagascar,71.0,False,False
Chocovic,Kendari,439,2009,Spain,3.25,,,60.0,False,False
Chocovic,Tarakan,439,2009,Spain,3.25,,,75.0,False,False
Chocovic,Ocumare,209,2008,Spain,3.5,Criollo,Venezuela,71.0,False,False
Chocovic,"Bolivar, Guaranda",117,2007,Spain,2.5,Forastero (Arriba),Ecuador,71.0,False,False
Chocovic,Guyave,117,2007,Spain,2.5,Trinitario,Grenada,71.0,False,False
Chocovic,Maragda,117,2007,Spain,3.0,Blend,,70.0,False,False
Chocovivo,Tabasco,1522,2015,USA,2.5,Trinitario,Mexico,65.0,False,False
Chocovivo,Tabasco,1522,2015,USA,2.5,Trinitario,Mexico,75.0,False,False
Choklat,Ocumare,377,2009,Canada,2.5,Criollo,Venezuela,80.0,False,False
Choklat,"Porcelana, Tabasco",377,2009,Canada,2.75,Criollo,Mexico,70.0,False,False
Choklat,Brazilian,377,2009,Canada,3.0,,Brazil,70.0,False,False
Choklat,Brazilian,377,2009,Canada,3.0,,Brazil,80.0,False,False
Choklat,Ocumare,377,2009,Canada,3.0,Criollo,Venezuela,70.0,False,False
Chokolat Elot (Girard),Guadeloupe,1149,2013,Martinique,2.75,,Martinique,42.0,False,True
Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,Canada,3.25,,Mexico,75.0,False,False
Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,Canada,3.75,Forastero (Nacional),Peru,68.0,False,False
Chuao Chocolatier,Choroni,445,2009,USA,3.0,Criollo,Venezuela,61.0,False,False
Chuao Chocolatier (Pralus),Chuao,486,2010,USA,2.75,Trinitario,Venezuela,77.0,False,False
Claudio Corallo,Terreiro Velho P.,470,2010,Sao Tome,3.75,Forastero,Sao Tome & Principe,73.5,False,False
Claudio Corallo,Terreiro Velho P. W/ Sugar Crystals,209,2008,Sao Tome,3.0,Forastero,Sao Tome & Principe,80.0,False,False
Claudio Corallo,Terreiro Velho P.,227,2008,Sao Tome,4.0,Forastero,Sao Tome & Principe,75.0,False,False
Claudio Corallo,Principe,252,2008,Sao Tome,1.0,Forastero,Sao Tome & Principe,100.0,False,True
Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,USA,3.5,,Ecuador,73.0,False,False
Coleman & Davis,Sambirano,1646,2015,USA,3.0,Trinitario,Madagascar,75.0,False,False
Compania De Chocolate (Salgado),Sur Del Lago,579,2010,Argentina,3.25,,Venezuela,70.0,False,False
Compania De Chocolate (Salgado),Carenero Superior,292,2008,Argentina,2.75,Trinitario,Venezuela,80.0,False,False
Compania De Chocolate (Salgado),Moxos,292,2008,Argentina,3.25,,Bolivia,72.0,False,False
Compania De Chocolate (Salgado),Ocumare,292,2008,Argentina,3.75,Criollo,Venezuela,70.0,False,False
Compania De Chocolate (Salgado),Esmeraldas,296,2008,Argentina,2.75,Forastero (Nacional),Ecuador,88.0,False,False
Condor,Camino Verde,1630,2015,USA,3.5,,Ecuador,76.0,False,False
Confluence,"Tien Giang, 2015, Batch 10-2-16",1916,2016,USA,2.75,Trinitario,Vietnam,78.0,False,False
Coppeneur,"Ecuador, Puristique",1169,2013,Germany,3.25,Forastero (Nacional),Ecuador,65.0,False,False
Coppeneur,Ghana Puristique,813,2012,Germany,3.5,Forastero,Ghana,85.0,False,False
Coppeneur,Ecuador Puristique,817,2012,Germany,1.5,,Ecuador,100.0,False,True
Coppeneur,Uba Budo,821,2012,Germany,3.75,Forastero,Sao Tome & Principe,72.0,False,False
Coppeneur,Madagascar,959,2012,Germany,3.5,Trinitario,Madagascar,70.0,False,False
Coppeneur,Grenada,470,2010,Germany,3.25,Trinitario,Grenada,72.0,False,False
Coppeneur,Chuao,478,2010,Germany,3.0,Trinitario,Venezuela,70.0,False,False
Coppeneur,"Los Rios, H. Iara",558,2010,Germany,2.5,Nacional,Ecuador,72.0,False,False
Coppeneur,Trinidad,558,2010,Germany,3.0,Trinitario,Trinidad,72.0,False,False
Coppeneur,Jamaica,558,2010,Germany,3.25,Trinitario,Jamaica,72.0,False,False
Coppeneur,Ocumare 61,558,2010,Germany,3.25,Criollo (Ocumare 61),Venezuela,72.0,False,False
Coppeneur,"Porcelana, Apotequil",341,2009,Germany,3.0,Criollo,Peru,72.0,False,False
Coppeneur,"Porcelana, Apotequil",445,2009,Germany,3.25,Criollo,Peru,62.0,False,False
Coppeneur,Chuao 100Hr,451,2009,Germany,3.5,"Criollo, Trinitario",Venezuela,70.0,False,False
Coppeneur,Chuao 70Hr,451,2009,Germany,3.75,"Criollo, Trinitario",Venezuela,70.0,False,False
Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,Germany,3.0,Criollo,Mexico,72.0,False,False
Coppeneur,"Porcelana, Venezuela",220,2008,Germany,3.0,Criollo (Porcelana),Venezuela,72.0,False,False
Coppeneur,"Sambirano, Menava P.",196,2007,Germany,3.0,Trinitario,Madagascar,72.0,False,False
Cote D' Or (Kraft),Sensations Intense,48,2006,Belgium,1.0,,,70.0,False,False
Cravve,New Ireland,1283,2014,Australia,2.5,Forastero,Papua New Guinea,70.0,False,False
Cravve,"Vanuatu, Batch 2410",1335,2014,Australia,2.75,Trinitario,Vanuatu,83.0,False,False
Cravve,"Tanzania, Batch A1",971,2012,Australia,3.25,Forastero,Tanzania,75.0,False,False
Cravve,"Bahia, Batch A1213",975,2012,Australia,3.25,Trinitario,Brazil,65.0,False,False
Cravve,"Namau Village, N. Taileva P., Batch A2812",975,2012,Australia,3.25,Trinitario,Fiji,67.0,False,False
Cravve,Vanuatu,975,2012,Australia,3.25,Trinitario,Vanuatu,64.0,False,False
Cravve,Djual Island,975,2012,Australia,3.5,Forastero,Papua New Guinea,75.0,False,False
Creo,"""Heirloom"", Arriba Nacional",1736,2016,USA,3.25,Forastero (Nacional),Ecuador,85.0,False,False
Creo,"""Heirloom"", Arriba Nacional",1736,2016,USA,3.75,Forastero (Nacional),Ecuador,73.0,False,False
Daintree,Goodman Estate,1654,2015,Australia,2.75,,Australia,70.0,False,False
Daintree,"Daintree Estates, N. Queensland",785,2011,Australia,3.25,,Australia,70.0,False,False
Dalloway,"Dominican Republic, Batch 7",1928,2017,USA,2.75,,Dominican Republic,72.0,False,False
Damson,Robson Estate,1610,2015,U.K.,3.0,Trinitario,Trinidad,70.0,False,False
Damson,Los Rios,1610,2015,U.K.,3.5,,Ecuador,70.0,False,False
Damson,Crayfish Bay Aka Non Pariel Estate,1666,2015,U.K.,2.25,,Grenada,70.0,False,False
Damson,O'Payo,1666,2015,U.K.,2.75,,Nicaragua,70.0,False,False
Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,USA,3.75,,,70.0,False,False
Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,USA,3.0,Trinitario,Belize,70.0,False,False
Dandelion,Maya Mountain,1219,2014,USA,3.5,Trinitario,Belize,70.0,False,False
Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,USA,3.5,,Ecuador,70.0,False,False
Dandelion,Buto,1303,2014,USA,2.75,,Liberia,70.0,False,False
Dandelion,"San Francisco De Macoris, Cibao Region",1387,2014,USA,3.75,,Dominican Republic,70.0,False,False
Dandelion,"Cumboto, Farmer Jose Lugo",1026,2013,USA,2.75,,Venezuela,70.0,False,False
Dandelion,Patanemo,1026,2013,USA,3.25,,Venezuela,70.0,False,False
Dandelion,"Mantuano, 2012",1085,2013,USA,3.5,,Venezuela,70.0,False,False
Dandelion,Papua New Guinea,1153,2013,USA,3.5,,Papua New Guinea,70.0,False,False
Dandelion,Upala,805,2012,USA,3.0,,Costa Rica,70.0,False,False
Dandelion,Colombian,805,2012,USA,3.25,,Colombia,70.0,False,False
Dandelion,"Elvesia, 2011",915,2012,USA,3.75,,Dominican Republic,70.0,False,False
Dandelion,Dominican Republic,654,2011,USA,3.25,,Dominican Republic,70.0,False,False
Dandelion,Madagascar,654,2011,USA,3.25,Trinitario,Madagascar,70.0,False,False
Dandelion,Tanzania,654,2011,USA,3.25,,Tanzania,70.0,False,False
Danta,Los Ujuxtes,1223,2014,Guatemala,3.25,,Guatemala,82.0,False,False
Danta,Chuao,987,2012,Guatemala,3.0,Trinitario,Venezuela,75.0,False,False
Danta,Los Ujuxtes,987,2012,Guatemala,3.75,,Guatemala,70.0,False,False
Danta,Sambirano,987,2012,Guatemala,3.75,Trinitario,Madagascar,70.0,False,False
Danta,Las Acacias E.,987,2012,Guatemala,4.0,Criollo,Guatemala,70.0,False,False
Danta,"Oscuro, Finca Chimelb",991,2012,Guatemala,3.25,,Guatemala,70.0,False,False
Danta,Los Ujuxtes,661,2011,Guatemala,3.5,,Guatemala,60.0,False,False
Danta,Las Acacias E.,423,2009,Guatemala,3.0,Criollo,Guatemala,75.0,False,False
Danta,Las Acacias E.,423,2009,Guatemala,3.25,Criollo,Guatemala,60.0,False,False
Dar,"Venezuela, Batch 122",1920,2016,USA,2.75,,Venezuela,72.0,False,False
Dar,Vietnam,1920,2016,USA,3.0,Trinitario,Vietnam,72.0,False,False
Dar,"Duo, Batch 002",1920,2016,USA,3.25,,"Ecuador, Costa Rica",70.0,False,False
Dark Forest,Bolivia,1708,2016,USA,3.25,,Bolivia,75.0,False,False
Dark Forest,Madagascar,1550,2015,USA,3.0,Trinitario,Madagascar,70.0,False,False
Dark Forest,Ocumare,1550,2015,USA,3.25,,Venezuela,70.0,False,False
Dark Forest,Tanzania,1554,2015,USA,3.0,,Tanzania,70.0,False,False
Dark Forest,Ecuador,1554,2015,USA,3.25,,Ecuador,70.0,False,False
Davis,Ghana,1093,2013,USA,2.5,Forastero,Ghana,70.0,False,False
Davis,Rainforest,1093,2013,USA,2.75,,Dominican Republic,70.0,False,False
Davis,Venezuela,1093,2013,USA,2.75,,Venezuela,70.0,False,False
Davis,West Africa,907,2012,USA,3.25,Forastero,West Africa,58.0,False,False
De Mendes,"Nativo, Varzea",1462,2015,Brazil,3.5,,Brazil,72.0,False,False
De Mendes,"Selvagem, Jari",1462,2015,Brazil,3.5,,Brazil,65.0,False,False
De Villiers,Bundibugyo District,1832,2016,South Africa,2.5,Forastero,Uganda,70.0,False,False
De Villiers,"Sambirano Valley, Batch 2477",1832,2016,South Africa,3.0,,Madagascar,70.0,False,False
Dean And Deluca (Belcolade),Madagascar,170,2007,USA,2.5,Trinitario,Madagascar,66.0,False,False
Dean And Deluca (Belcolade),Costa Rica,175,2007,USA,3.0,,Costa Rica,64.0,False,False
Dean And Deluca (Belcolade),Ecuador,175,2007,USA,3.0,,Ecuador,71.0,False,False
Dean And Deluca (Belcolade),Ghana,175,2007,USA,3.0,Forastero,Ghana,60.0,False,False
Dean And Deluca (Belcolade),Papua New Guinea,180,2007,USA,3.0,,Papua New Guinea,64.0,False,False
Dean And Deluca (Belcolade),Peru,180,2007,USA,3.0,,Peru,64.0,False,False
Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,France,3.0,,Papua New Guinea,64.0,False,False
Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,France,3.75,,Venezuela,66.0,False,False
Desbarres,"Kilombero, Batch 41",1916,2016,Canada,2.5,,Tanzania,72.0,False,False
Devries,Bolivian,241,2008,USA,2.75,,Bolivia,80.0,False,False
Devries,Costa Rica,166,2007,USA,3.5,Trinitario,Costa Rica,77.0,False,False
Devries,Dominican Republic,166,2007,USA,3.5,,Dominican Republic,77.0,False,False
Dick Taylor,Lanquin Estate,1952,2017,USA,3.75,,Guatemala,70.0,False,False
Dick Taylor,Tien Giang,1864,2016,USA,3.5,Trinitario,Vietnam,78.0,False,False
Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,USA,3.75,,Bolivia,70.0,False,False
Dick Taylor,Elvesia,1235,2014,USA,3.5,,Dominican Republic,74.0,False,False
Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,USA,3.25,,Ecuador,70.0,False,False
Dick Taylor,Camino Verde,1193,2013,USA,3.5,,Ecuador,76.0,False,False
Dick Taylor,Bolivia,895,2012,USA,2.75,,Bolivia,75.0,False,False
Dick Taylor,Belize,955,2012,USA,2.75,Trinitario,Belize,72.0,False,False
Dick Taylor,Sambirano,661,2011,USA,2.75,Trinitario,Madagascar,80.0,False,False
Dick Taylor,Sambirano,661,2011,USA,3.0,Trinitario,Madagascar,72.0,False,False
Dick Taylor,Mantuano,682,2011,USA,2.75,Criollo,Venezuela,75.0,False,False
Dick Taylor,La Red,769,2011,USA,3.0,,Dominican Republic,74.0,False,False
Dick Taylor,Ecuador,769,2011,USA,3.25,,Ecuador,70.0,False,False
Doble & Bignall,Puerto Cabello,1688,2015,U.K.,3.0,,Venezuela,85.0,False,False
Doble & Bignall,"Panama, Raven",1371,2014,U.K.,3.25,,Panama,72.0,False,False
Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,U.K.,3.25,Trinitario,Venezuela,72.0,False,False
Doble & Bignall,Johe,1407,2014,U.K.,3.5,"Criollo, Trinitario",Nicaragua,72.0,False,False
Dole (Guittard),"O'Ahu, N. Shore, Waialua Estate",311,2009,USA,3.75,,Hawaii,70.0,False,False
Dolfin (Belcolade),Africa,304,2008,Belgium,3.0,Forastero,West Africa,88.0,False,False
Dolfin (Belcolade),Noir,63,2006,Belgium,1.5,,,70.0,False,False
Domori,Hacienda Victoria,1672,2015,Italy,3.75,,Ecuador,70.0,False,False
Domori,Ocumare 77,1672,2015,Italy,3.75,Criollo (Ocumare 77),Venezuela,70.0,False,False
Domori,"Il100, H. San Jose",1109,2013,Italy,3.0,Criollo,Venezuela,100.0,False,True
Domori,Morogoro,863,2012,Italy,3.5,,Tanzania,70.0,False,False
Domori,Guasare,863,2012,Italy,3.75,Criollo,Venezuela,70.0,False,False
Domori,"Canoabo, Hacienda San Jose",693,2011,Italy,3.5,Criollo,Venezuela,70.0,False,False
Domori,"Chuao, Hacienda San Jose",470,2010,Italy,3.0,Trinitario,Venezuela,70.0,False,False
Domori,"Carupano, H. San Jose",227,2008,Italy,3.0,Trinitario,Venezuela,70.0,False,False
Domori,Teyuna,272,2008,Italy,3.0,,Colombia,70.0,False,False
Domori,Blend No. 1,272,2008,Italy,3.5,Blend,,78.0,False,False
Domori,Ilblend,272,2008,Italy,3.75,Blend,,70.0,False,False
Domori,Porcelana,111,2007,Italy,4.0,Criollo (Porcelana),Venezuela,70.0,False,False
Domori,"Ocumare 61, Puertomar",129,2007,Italy,3.25,Criollo (Ocumare 61),Venezuela,75.0,False,False
Domori,Granella,135,2007,Italy,3.25,Trinitario,Venezuela,60.0,False,False
Domori,Madagascar,135,2007,Italy,3.5,Trinitario,Madagascar,70.0,False,False
Domori,Madagared,192,2007,Italy,3.5,Criollo,Madagascar,70.0,False,False
Domori,"Java, Javablond",192,2007,Italy,3.75,Criollo,Indonesia,70.0,False,False
Domori,Ecuador,192,2007,Italy,4.0,Forastero (Arriba),Ecuador,70.0,False,False
Domori,"Ocumare 67, Puertofino",192,2007,Italy,4.0,Criollo (Ocumare 67),Venezuela,70.0,False,False
Domori,Sur Del Lago Classificado,87,2006,Italy,3.0,Trinitario,Venezuela,70.0,False,False
Domori,Apurimac,87,2006,Italy,3.25,Trinitario,Peru,70.0,False,False
Domori,Carenero Superior,87,2006,Italy,3.5,Trinitario,Venezuela,70.0,False,False
Dormouse,Non Pariel Estate,1880,2016,U.K.,2.75,Trinitario,Grenada,75.0,False,False
Dormouse,"Rio Caribe, Batch 7",1672,2015,U.K.,2.5,Trinitario,Venezuela,70.0,False,False
Dormouse,"Colombia, Batch 9",1676,2015,U.K.,2.75,"Criollo, Trinitario",Colombia,80.0,False,False
